(0<=boson_pt&&boson_pt<20)	0.641328562609	0.0025086749301	21.9617399558	0.00880764651696	21.8656208246	0.0087690970575	0.00203536395293	0.00250496783825
(20<=boson_pt&&boson_pt<40)	0.813268143175	0.000913548548888	22.5506857714	0.0174003835206	22.2004478579	0.0171301267272	-0.000460034801383	0.000901273702083
(40<=boson_pt&&boson_pt<60)	0.858485321213	0.000982372667944	23.2091030374	0.0331137638135	22.3968573761	0.0319549353507	0.000467306922622	0.000948865160744
(60<=boson_pt&&boson_pt<80)	0.883496266789	0.0011013580453	24.0279511362	0.053056646057	22.720271432	0.0501685545579	-0.000746125350196	0.00104333835314
(80<=boson_pt&&boson_pt<100)	0.895928151027	0.00124968478073	24.7700692104	0.0781843746034	22.9231915653	0.0723548804495	-0.000663440337567	0.00115704824827
(100<=boson_pt&&boson_pt<120)	0.900060262139	0.00146046184582	25.4855531247	0.112280296487	23.0129190499	0.101386602175	-0.0018086415003	0.00132340128035
(120<=boson_pt&&boson_pt<160)	0.904419982974	0.00127178233482	26.4589275356	0.121893345978	23.1716669034	0.106748876832	0.000609669476442	0.00111738985296
(160<=boson_pt&&boson_pt<200)	0.909994327507	0.00169056343368	27.7822583154	0.210789438853	23.4175160068	0.177673283517	0.00200963101287	0.00142700262199
(200<=boson_pt&&boson_pt<300)	0.90807238051	0.00162620105488	29.7697023908	0.269116767502	24.1539774355	0.218358687398	0.000928466095742	0.00133441257536
(300<=boson_pt)	0.917418622273	0.00232488338703	36.3645092378	0.614527002803	24.0677476697	0.407051612944	0.00390696731727	0.00159436194325
