(0<=boson_pt&&boson_pt<20)	1.0598396498	0.00986766346322	22.1093563759	0.0451442402938	21.6068983004	0.0441182905686	-0.00949734968734	0.00974535855206
(20<=boson_pt&&boson_pt<40)	1.16019078007	0.00120554533622	18.9128905776	0.0248242681316	18.5355006135	0.0243289218692	-0.00105018055546	0.00118341386602
(40<=boson_pt&&boson_pt<60)	1.04481626492	0.000767135469309	19.266958699	0.0262523151009	17.7385105141	0.0241697184652	-0.000195887511184	0.000710199277029
(60<=boson_pt&&boson_pt<80)	1.0141618495	0.000816360060846	20.7147565246	0.0394272251785	17.7514040559	0.0337869578199	0.00065412469866	0.000701681972547
(80<=boson_pt&&boson_pt<100)	1.01162077731	0.000970842941471	22.0569452572	0.060695355724	17.8766450784	0.0491921850252	0.000497326717265	0.000787716325616
(100<=boson_pt&&boson_pt<120)	1.01131905444	0.00118627400894	23.290666557	0.0910263675076	18.0942317967	0.0707172630404	0.000783227689859	0.000923188854809
(120<=boson_pt&&boson_pt<160)	1.01277868562	0.00111170725225	24.790893196	0.106568010962	18.3155697666	0.0787333080529	-0.000396605840089	0.000826404501729
(160<=boson_pt&&boson_pt<200)	1.01487707225	0.00166789410701	27.2156107317	0.207775843317	18.4212792318	0.140645227162	-0.000652655167964	0.00113394349262
(200<=boson_pt&&boson_pt<300)	1.01162920622	0.0017553451997	29.9892744206	0.286230506502	18.4904116144	0.176469165367	0.00302311823851	0.00108588115895
(300<=boson_pt)	1.01263708493	0.00295937595419	36.8331046852	0.776345043092	19.2273187492	0.4057416884	-3.98875697617e-05	0.00162776466688
